text,gender
"             Exhale. The big school week is over. Now just two relatively calm days of work, then a weekend. Good stuff. I am definitely in the mode of wanting to play. I'm going to hang out with Susan tonight, which should help considerably. I'm giving myself tonight completely off work. I'll start back up again tomorrow night. Or at least I'll make a new list.  Or maybe I should make a new list tonight. That's not really work.  Budget be damned, I just ordered three tshirts from Northern Sun. One is the old standby 'Keep Your Laws Off My Body' (it was on sale for $8), one has a red handprint on black and says 'The Death Penalty Makes Killers Of Us All,' the final one says 'I Read Banned Books' and has a banned books list on it (I've wanted that one forever). Something about living here really makes me want to wear my politics on the outside. I guess that's not a bad thing.   I have to start thinking more about internships. I have to redo my resume. I have to...god, I have so much to do.  The Phoenix is kicking ass, though. 90 active members in less than a week. No complaints from me about that. And people seem to be having actual conversations and everything.  I wonder if anyone aside from Susan and Emily read my blog? If you aren't Susan or Emily and you're reading this, would you let me know? I'm just curious. avengingophelia@yahoo.com         ",female
"           I am sooooooo sorry!  Apparently I have been disappointing my loyal FANS by not blogging more often on my misadventures.... Ok, what to hit.... JonaDAY part 2  Drove the van.  Yes, again.  See the brakes and acceleration are very sensitive...oh and mapquest sucks.  SUCKS SUCKS SUCKS! But we found the place and unloaded and thinsg were perfect.  Semi.  Until I lost communication with my crew.  I know they were talking about me ;-)  I don't even know what to write.  The filming was so incredible, I have an awesome crew.  The band is great, everything just went well.  Aurora got pulled up on stage and I thought she was going to pee herself.  As she stated 'I know I had this shit eat grin on my face'. Hahaha.  Oh wow, its so hard fo rme to put it into words, but I was so extremely pleased...So on the way back...hit a possum.   Hmm...Saturday I worked at the record store then edited.  Fun Fun. Sunday...Oh Sunday... sunday bloody sunday... this deserves an all new blog....         ",female
"           So as soon as I get the hang of this alone domestic thing, my washer goes and explodes on me Thursday night.  There I am just washing my towels when all of a sudden water and foam was everywhere.  Yeah, 20 hours later everything was all dry and clean.  At least my apartment smells mountain air fresh.         ",female
"       Last night I caught a little bit of VH1's Big in '03. I flipped to it while they were in the middle of parading out all kinds of reality TV stars. Then, they named the biggest reality star of 2003. Drumroll... Evan Mariott -- the original Joe Millionaire. The best part, he accepted the 'award' in honor of his aunt who fighting cancer. I wanted to yell at him, 'Hey, pal! It's not really an award! You can't give 'thanks' speeches for a fake award. It's a great, big joke, and you're the butt of it! Don't accept that in honor of your aunt! She's going through enough as it is!!!'    ",female
"       Here is a computer rendered music video featuring a  urlLink breakdancing Transformer  (as in the robot toys and show that has apparently regained popularity).  It's a fantastic video, but I wonder where people find time for doing this sort of stuff?  I am also wondering whether the creators obtained permission to use the trademarks and copyrights they utilize, my guess is no (based mainly on the fact that the video isn't featured on an official Transformers website).  This reminds me of the video featuring the Peanuts crew signing Outcast's 'Hey Ya.'  Don't you miss that video?  Here's the most  urlLink recent news on the Peanuts video , I imagine the Transformers one will go the same way.           ",male
        urlLink    Erika...my twin!!!&nbsp; urlLink            ,female
"             My company has declared a 5 day week from today. So now I get two days to kill on on the weekend... hmmm. I think I should plan to buy the DVD player as soon as possible. I have one on my laptop, but the screen size is no fun.  I'll maybe pick up a cheap sony two speaker DVD/Tuner combo. but Sony stuff in India is damned expensive...          ",male
           Yes i have new shoes... And im bored         ,male
"           Today at the Christian Club we had 5 new people! It was really cool. Also one of the new people was really like into the whole thing. She participated in the discussion about pretty much every topic and opened up about some of the stuff she's dealing with.  Its probably a good thing that I forgot my actual lesson today because then people wouldn't have been opening up as much. I had this Mini-Lesson on Faith that went really well because people could relate to some of the questions and voice their opinions.  Also there were a lot of prayer requests given to us, and discussion on that helped a lot too.  At the end of the lunch period we prayed and then I caught the new girl and gave her my number in case she wants to talk or anything about her situation but I doubt she'll call me since she doesn't even know me. But then I guess its the Gesture that counts.         ",male
                getHTMLForIcon('lego'); -->      getHTMLForIcon('robot'); -->   All the models on this  urlLink page  actually do things - like play the xylophone or solve the tower of hanoi puzzle.          ,male
       I love Calibretto :)         ,male
"       I've slept for 19 hours today. It's 4:10 and I just woke up an hour or two ago, and my plan within the next few minutes is to go to sleep again.  I went to the DB Sunday night and have felt as though someone has been smacking the base of my skull with a baseball bat ever since.   I think that I'm going to sleep all day tomorrow too... There's vacation time available, why not? So if no one hears from me it's because I'm sleeping... So yeah... I really had the intention of making this an interesting post, but sadly... I have failed... Goodnight!  Oh and John, just to let you know a female point of view: Foreskin is not a 'getting laid' tactic...         ",male
