text,author
"Amidst such stupendous ruin only chaos dwelt, and the representatives of two cities left disappointed; Syracusans that they had no statue to bear home, Tegeans that they had no artist to crown.",1
"""Merrival,"" I said, ""it is long since we have seen you you must return to Windsor with me Lady Idris desires to see you, you will not refuse her request come home with me.""",2
"He got this in London, I guess he uster like ter buy things at the shops.",1
"Look at him ha I see plague She has invested his form, is incarnate in his flesh, has entwined herself with his being, and blinds his heaven seeking eyes.",2
"He seemed insensible to the presence of any one else, but if, as a trial to awaken his sensibility, my aunt brought me into the room he would instantly rush out with every symptom of fury and distraction.",2
"So as the hour grew dangerously near to dawn, we did as we had done with the others dragged the thing across the meadows to the neck of the woods near the potter's field, and buried it there in the best sort of grave the frozen ground would furnish.",1
"I was not surprised, however, to perceive that he had long made up his mind on a point which had occasioned so much discussion to his friends.",0
"He had cried out in the night, arousing several other artists in the building, and had manifested since then only alternations of unconsciousness and delirium.",1
"It is clear that Kidd if Kidd indeed secreted this treasure, which I doubt not it is clear that he must have had assistance in the labor.",0
"""Yes,"" said I, ""I remember his merriment well.",0
"immediately, he bolted out behind, and turning down an alley, was out of sight in the twinkling of an eye.",0
"On my way I fell in with an immense populace, crowding through every avenue, all in the same direction, and exhibiting in every action the wildest excitement.",0
"Her mind was of uncommon strength; she could subdue her sensible wants to her mental wishes, and suffer cold, hunger and misery, rather than concede to fortune a contested point.",2
"My uncle's face came to me with less pleasant associations than in waking hours, and I recall many futile struggles and attempts to scream.",1
Meanwhile he would try to keep track of his somnambulism.,1
He was nurtured in prosperity and attended by all its advantages; every one loved him and wished to gratify him.,2
"The windows were long, narrow, and pointed, and at so vast a distance from the black oaken floor as to be altogether inaccessible from within.",0
"Many were the pillars of the palaces, all of tinted marble, and carven into designs of surpassing beauty.",1
"Alien it indeed was to all art and literature which sane and balanced readers know, but we recognised it as the thing hinted of in the forbidden Necronomicon of the mad Arab Abdul Alhazred; the ghastly soul symbol of the corpse eating cult of inaccessible Leng, in Central Asia.",1
"What added, no doubt, to my hatred of the beast, was the discovery, on the morning after I brought it home, that, like Pluto, it also had been deprived of one of its eyes.",0
"To conceive the horror of my sensations is, I presume, utterly impossible; yet a curiosity to penetrate the mysteries of these awful regions, predominates even over my despair, and will reconcile me to the most hideous aspect of death.",0
"With considerable difficulty we scrambled up, and came to another passage with still more of illumination, and this led to another ascent like the former.",2
"The Greeks were strongly attached to their commercial pursuits, and would have been satisfied with their present acquisitions, had not the Turks roused them by invasion.",2
"In fact, as regards the more important knowledge, I do believe that she is invariably superficial.",0
"Uprearing themselves in tall slender lines of light, they thus remained burning all pallid and motionless; and in the mirror which their lustre formed upon the round table of ebony at which we sat, each of us there assembled beheld the pallor of his own countenance, and the unquiet glare in the downcast eyes of his companions.",0
